"","id","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","reviews_per_month","calculated_host_listings_count","availability_365"
"6333",4623217,3,65,40.726,-73.97773,1,100,7,6,0.11,1,0
"6334",4623622,5,187,40.64571,-74.07835,1,1000,1,0,1.37322142985866,1,364
"6335",4623635,2,81,40.69249,-73.97068,1,225,7,3,0.05,1,44
"6336",4623696,2,92,40.73108,-73.95416,1,85,4,4,0.07,1,0
"6337",4623771,3,62,40.79127,-73.94431,1,147,2,45,0.92,2,154
"6338",4624521,3,74,40.70581,-74.00948,2,90,14,8,0.23,2,146
"6339",4624657,2,14,40.68589,-73.93286,1,500,1,1,0.02,2,362
"6340",4624874,2,75,40.65039,-73.96393,2,72,3,37,0.66,2,334
"6341",4625126,2,215,40.71387,-73.95652,2,41,4,14,0.37,2,0
"6342",4628603,2,215,40.71191,-73.96376,1,180,3,103,1.92,2,0
"6343",4628804,4,190,40.73978,-73.92124,2,67,5,4,0.07,1,0
"6344",4629211,2,29,40.69087,-73.90917,1,122,3,48,0.87,1,256
"6345",4629359,3,95,40.80797,-73.95181,1,105,3,29,0.52,2,0
"6346",4629599,2,183,40.66238,-73.98457,2,95,1,2,0.04,1,364
"6347",4629726,4,110,40.70705,-73.83346,1,100,2,1,0.02,1,0
"6348",4629870,2,20,40.68851,-73.98655,1,130,30,3,0.07,21,312
"6349",4632542,3,95,40.80096,-73.95776,2,107,2,92,1.64,1,157
"6350",4632795,3,203,40.78628,-73.97264,2,100,30,12,0.24,18,364
"6351",4632852,1,48,40.83719,-73.92015,2,85,1,9,0.18,1,342
"6352",4633258,4,221,40.74626,-73.89727,2,30,5,2,0.04,2,0
"6353",4635425,3,36,40.71648,-73.9912,1,175,4,57,1.04,1,0
"6354",4636323,2,215,40.7118,-73.93729,2,95,1,0,1.37322142985866,1,0
"6355",4636643,3,65,40.72639,-73.98827,1,125,1,8,0.15,1,0
"6356",4636874,4,221,40.74668,-73.89723,2,35,5,9,0.16,2,0
"6357",4637014,4,78,40.75398,-73.82778,1,119,3,26,0.46,2,319
"6358",4637053,4,5,40.76794,-73.93413,1,150,3,149,2.71,2,133
"6359",4637145,2,215,40.7033,-73.94305,2,55,1,4,0.13,1,0
"6360",4637146,2,14,40.69084,-73.93079,1,115,2,214,4.07,2,108
"6361",4637858,2,14,40.69492,-73.95839,2,99,5,14,0.25,1,306
"6362",4638668,2,92,40.73396,-73.95537,2,150,1,0,1.37322142985866,1,0
"6363",4638967,3,95,40.80649,-73.95225,2,84,2,38,0.68,2,147
"6364",4639015,3,96,40.76195,-74.00001,2,129,2,13,0.27,1,176
"6365",4639179,2,14,40.68951,-73.9565,2,44,5,86,1.67,4,0
"6366",4639451,2,92,40.72499,-73.94481,2,55,6,0,1.37322142985866,1,0
"6367",4639746,2,32,40.68244,-73.99539,1,100,3,15,0.27,1,0
"6368",4640515,3,95,40.8257,-73.93786,2,65,1,40,2.88,1,45
"6369",4641291,4,16,40.72401,-73.72901,2,99,1,3,0.23,1,365
"6370",4641406,3,95,40.80297,-73.95537,1,100,7,2,0.04,1,0
"6371",4642539,3,96,40.7616,-73.99677,1,225,5,13,0.24,1,0
"6372",4642913,2,217,40.65057,-73.97858,1,120,7,23,0.41,1,196
"6373",4643192,3,87,40.73533,-73.98384,1,139,2,5,0.11,1,0
"6374",4643199,3,202,40.77167,-73.95735,1,142,30,3,0.09,29,321
"6375",4643295,3,36,40.71399,-73.99744,1,140,4,13,0.65,1,0
"6376",4644632,2,14,40.68797,-73.94696,1,130,200,271,4.84,2,64
"6377",4644669,3,202,40.76358,-73.96464,1,325,5,64,1.15,1,330
"6378",4644688,3,96,40.76198,-73.98718,1,350,2,9,0.21,1,0
"6379",4644828,2,215,40.71745,-73.95961,1,175,2,5,0.12,1,0
"6380",4645170,3,96,40.76025,-73.99555,2,89,4,59,1.06,2,286
"6381",4645319,2,64,40.66171,-73.89891,1,69,4,159,3.25,2,48
"6382",4645824,2,160,40.65859,-73.96196,2,40,6,10,0.21,1,0
"6383",4645831,3,65,40.72052,-73.98003,3,65,10,21,0.38,4,0
"6384",4649468,3,202,40.76904,-73.95902,1,160,14,20,0.37,1,43
"6385",4649627,2,152,40.6702,-73.97885,2,135,2,88,1.6,4,0
"6386",4650123,3,120,40.71927,-73.98511,1,109,3,42,1.13,3,7
"6387",4650725,2,92,40.72518,-73.93844,2,85,14,3,0.05,1,0
"6388",4651354,3,36,40.71566,-73.99076,1,189,4,25,0.48,1,191
"6389",4651486,2,160,40.655,-73.96109,1,125,3,56,2.42,1,19
"6390",4652629,3,65,40.72921,-73.98631,2,140,1,1,0.02,1,0
"6391",4653508,2,81,40.69492,-73.97061,1,160,3,4,0.07,1,0
"6392",4654785,2,152,40.67256,-73.97229,1,115,5,4,0.08,1,0
"6393",4656361,3,207,40.85171,-73.92894,1,80,3,31,0.56,1,68
"6394",4658293,2,217,40.64961,-73.97465,1,198,2,7,0.13,1,0
"6395",4658860,4,5,40.77271,-73.93159,2,200,1,0,1.37322142985866,1,0
"6396",4659046,3,65,40.7257,-73.9795,1,230,1,46,0.84,1,353
"6397",4659285,3,95,40.82396,-73.94388,1,450,5,81,1.48,3,303
"6398",4660022,3,179,40.72592,-73.99933,1,895,1,66,1.18,1,365
"6399",4660633,3,131,40.8104,-73.95977,1,170,3,6,0.11,1,0
"6400",4660939,4,5,40.75583,-73.92596,2,120,3,18,0.33,2,0
"6401",4660964,2,215,40.7193,-73.94502,1,140,2,18,0.33,1,0
"6402",4661135,2,81,40.69207,-73.97407,2,70,14,18,0.35,1,128
"6403",4661662,3,95,40.81995,-73.94607,2,70,3,122,2.19,2,243
"6404",4662584,3,62,40.78644,-73.9438,2,45,30,4,0.08,9,311
"6405",4662784,2,52,40.67489,-73.93081,2,140,3,148,2.88,1,0
"6406",4662889,3,203,40.78697,-73.96929,1,600,5,6,0.11,1,0
"6407",4663122,2,42,40.69289,-73.96701,1,195,4,0,1.37322142985866,1,0
"6408",4663804,3,96,40.76793,-73.98817,2,79,7,1,0.02,1,0
"6409",4663807,3,95,40.82768,-73.94737,1,55,14,2,0.05,1,0
"6410",4666584,3,95,40.80382,-73.94476,1,275,3,41,0.79,1,258
"6411",4666794,4,54,40.77272,-73.90757,2,60,7,1,0.04,1,0
"6412",4667046,4,5,40.76638,-73.93236,1,195,3,86,1.69,2,248
"6413",4667146,3,62,40.78512,-73.94409,2,50,30,5,0.11,9,330
"6414",4667148,3,210,40.73317,-74.00118,1,125,30,31,0.83,2,346
"6415",4667707,1,49,40.82393,-73.92414,1,145,5,1,0.02,1,0
"6416",4668252,3,202,40.77388,-73.95343,1,99,30,15,0.31,15,341
"6417",4671552,2,42,40.68241,-73.96354,1,130,1,9,0.16,1,0
"6418",4671712,3,120,40.7136,-73.98936,1,115,3,8,0.16,1,0
"6419",4671824,1,97,40.83212,-73.93054,2,60,1,56,1.09,3,355
"6420",4672445,3,210,40.73814,-74.00047,1,199,4,108,1.93,1,162
"6421",4672452,2,215,40.71596,-73.95876,1,170,3,22,0.4,1,0
"6422",4677056,3,179,40.72632,-74.00749,1,385,3,1,0.02,1,365
"6423",4677469,3,131,40.81099,-73.95759,1,125,4,0,1.37322142985866,1,0
"6424",4677654,2,29,40.68348,-73.90817,2,37,30,6,0.11,5,333
"6425",4678514,3,95,40.8136,-73.94999,1,80,5,5,0.1,1,0
"6426",4678568,2,52,40.66811,-73.93393,2,65,1,222,3.99,1,292
"6427",4678742,3,93,40.73444,-73.99761,1,600,1,0,1.37322142985866,1,0
"6428",4678795,2,14,40.6848,-73.95728,1,140,3,0,1.37322142985866,1,0
"6429",4679967,3,95,40.82888,-73.94467,2,56,1,7,0.14,1,0
"6430",4680299,3,207,40.85658,-73.92656,2,70,2,7,0.13,1,0
"6431",4681193,4,105,40.752,-73.88898,1,105,7,3,0.17,1,141
"6432",4681219,3,95,40.80126,-73.95777,2,70,2,68,1.31,1,129
"6433",4685448,4,54,40.77443,-73.90756,2,60,1,0,1.37322142985866,1,0
"6434",4685985,2,215,40.70574,-73.95552,2,120,1,0,1.37322142985866,1,0
"6435",4686678,3,96,40.76663,-73.9895,1,150,1,3,0.05,1,0
"6436",4686821,3,202,40.77345,-73.95848,2,112,10,38,0.78,3,157
"6437",4687730,3,96,40.76865,-73.98672,2,145,3,0,1.37322142985866,2,0
"6438",4687896,2,81,40.69549,-73.97144,1,80,30,6,0.11,1,187
"6439",4688418,3,202,40.7734,-73.95357,1,99,30,6,0.11,15,332
"6440",4690677,3,76,40.744,-73.9907,1,110,7,11,0.2,1,0
"6441",4691130,2,152,40.67489,-73.97963,2,70,2,120,2.47,2,68
"6442",4691649,2,215,40.71971,-73.95919,1,140,4,1,0.03,1,0
"6443",4693338,2,14,40.68229,-73.91574,2,46,4,3,0.05,1,0
"6444",4694179,3,87,40.73287,-73.98585,1,180,1,1,0.05,1,0
"6445",4694480,2,44,40.68982,-73.99675,1,250,1,185,3.32,1,209
"6446",4694622,2,29,40.69935,-73.9228,2,75,3,41,0.81,1,294
"6447",4694625,3,120,40.7135,-73.988,1,250,4,26,0.61,1,102
"6448",4694688,3,35,40.7416,-73.99681,1,250,3,2,0.04,1,0
"6449",4695408,3,207,40.8442,-73.93721,2,60,1,3,0.05,1,0
"6450",4697809,3,76,40.74128,-73.98428,2,95,7,10,0.18,1,331
"6451",4698079,3,65,40.72274,-73.98143,1,138,11,5,0.09,1,0
"6452",4698707,2,205,40.70213,-73.9838,1,550,20,1,0.08,1,220
"6453",4699061,2,191,40.64009,-74.01714,2,35,1,0,1.37322142985866,2,0
"6454",4699123,2,215,40.7114,-73.96293,2,90,1,0,1.37322142985866,1,0
"6455",4699289,2,92,40.73039,-73.9541,1,180,1,0,1.37322142985866,1,0
"6456",4699535,2,81,40.6908,-73.97332,1,145,2,1,0.02,1,0
"6457",4699963,2,160,40.66074,-73.96035,1,100,3,15,0.27,1,0
"6458",4700082,2,81,40.69477,-73.97258,1,119,4,19,0.36,1,0
"6459",4700265,2,215,40.70985,-73.94738,2,70,2,0,1.37322142985866,1,0
"6460",4700565,2,29,40.69167,-73.92169,2,48,4,1,0.02,2,0
"6461",4700809,2,109,40.6367,-73.97434,2,35,4,0,1.37322142985866,2,0
"6462",4700894,3,62,40.79863,-73.93795,1,200,7,28,0.55,3,363
"6463",4701270,3,120,40.7198,-73.98434,2,64,2,58,1.05,1,0
"6464",4701425,3,65,40.72119,-73.98021,2,120,3,25,0.46,2,89
"6465",4701749,2,75,40.6536,-73.95811,2,50,2,23,0.42,1,0
"6466",4701802,2,20,40.68518,-73.9853,1,190,2,8,0.87,1,0
"6467",4704813,3,202,40.77429,-73.95628,1,235,7,8,0.16,1,0
"6468",4705670,4,5,40.75572,-73.92632,2,70,3,74,1.38,2,285
"6469",4706957,3,62,40.80651,-73.93776,3,60,1,4,0.08,1,0
"6470",4707057,3,95,40.82502,-73.94404,2,90,3,1,0.02,1,0
"6471",4707159,3,96,40.76689,-73.98612,2,125,1,1,0.02,2,0
"6472",4708314,2,215,40.72018,-73.96055,1,120,2,8,0.16,1,8
"6473",4708609,2,92,40.73262,-73.95795,2,55,1,24,0.44,1,157
"6474",4708909,3,96,40.75614,-73.99341,1,225,7,0,1.37322142985866,1,0
"6475",4709252,3,62,40.79912,-73.94187,2,150,2,1,0.02,1,0
"6476",4710102,3,62,40.80038,-73.94656,1,175,3,44,0.8,1,280
"6477",4710310,4,5,40.76888,-73.90807,2,70,5,0,1.37322142985866,1,0
"6478",4710315,2,92,40.72907,-73.95468,1,112,2,8,0.18,1,0
"6479",4710488,3,113,40.74512,-73.98041,1,200,10,3,0.05,1,0
"6480",4711070,4,190,40.74607,-73.91415,3,105,1,19,0.54,1,364
"6481",4713896,2,14,40.68927,-73.94767,2,70,2,3,0.05,1,0
"6482",4714600,3,113,40.73937,-73.98187,2,115,3,1,0.02,2,0
"6483",4714854,3,202,40.78171,-73.94617,1,99,30,6,0.15,15,225
"6484",4715740,3,95,40.79973,-73.95541,1,120,3,133,2.39,1,4
"6485",4716349,3,62,40.79311,-73.94587,2,80,1,0,1.37322142985866,1,0
"6486",4716613,2,29,40.70131,-73.91745,2,90,2,8,0.16,2,363
"6487",4717237,2,29,40.70027,-73.9231,1,70,4,8,0.33,1,0
"6488",4717267,2,215,40.71138,-73.95385,2,52,6,1,0.02,2,0
"6489",4717296,4,118,40.76586,-73.93342,1,150,3,63,1.34,2,187
"6490",4717440,3,36,40.71585,-73.98982,1,170,3,94,1.71,1,7
"6491",4718031,2,215,40.70659,-73.94049,1,132,4,7,0.16,1,0
"6492",4718314,2,14,40.67893,-73.95236,1,90,4,12,0.22,2,0
"6493",4718436,2,215,40.71751,-73.95839,1,525,6,28,0.5,1,365
"6494",4718809,3,62,40.79315,-73.94787,1,249,1,67,1.25,1,0
"6495",4719825,3,203,40.79973,-73.9711,1,160,2,6,0.11,1,0
"6496",4720086,3,95,40.81455,-73.94471,1,125,1,142,2.55,1,266
"6497",4720121,3,202,40.77169,-73.95583,1,500,7,0,1.37322142985866,1,0
"6498",4720142,2,32,40.68234,-73.9932,2,65,1,0,1.37322142985866,1,0
"6499",4720326,3,113,40.73951,-73.9827,1,170,3,0,1.37322142985866,1,0
"6500",4720460,3,203,40.78657,-73.97161,1,150,30,31,0.59,1,213
"6501",4720558,3,95,40.81535,-73.95322,2,80,1,0,1.37322142985866,1,0
"6502",4720719,3,35,40.74968,-73.99381,1,1000,2,95,1.7,1,353
"6503",4720752,3,202,40.77065,-73.95702,2,175,30,0,1.37322142985866,1,365
"6504",4720783,2,42,40.68563,-73.95956,2,50,2,15,0.29,2,0
"6505",4720789,3,210,40.73767,-74.0065,1,250,5,1,0.05,1,0
"6506",4721007,2,52,40.67116,-73.93582,2,40,1,1,0.02,1,0
"6507",4724857,2,14,40.68467,-73.92863,2,75,1,0,1.37322142985866,1,0
"6508",4724943,2,52,40.67163,-73.94265,1,82,1,1,0.02,1,0
"6509",4725251,3,203,40.78635,-73.97616,1,93,30,16,0.29,1,271
"6510",4725852,2,215,40.7119,-73.96377,1,100,7,6,0.15,1,0
"6511",4726749,3,95,40.81169,-73.94301,2,75,1,0,1.37322142985866,1,0
"6512",4726941,3,198,40.72325,-74.00991,1,1000,2,6,0.25,1,19
"6513",4727369,2,215,40.70828,-73.95481,2,65,1,13,0.24,1,128
"6514",4727731,2,215,40.71064,-73.96335,1,250,2,5,5,1,204
"6515",4727889,3,128,40.74578,-73.98076,1,130,1,3,0.08,2,0
"6516",4727912,3,38,40.71395,-74.00545,1,199,6,0,1.37322142985866,1,0
"6517",4728136,2,191,40.65014,-74.00615,2,37,3,10,0.2,1,6
"6518",4729374,2,29,40.69702,-73.93365,2,80,2,0,1.37322142985866,1,0
"6519",4730371,2,29,40.69738,-73.91162,2,33,2,9,0.19,1,0
"6520",4730379,3,65,40.72717,-73.991,2,55,26,0,1.37322142985866,1,0
"6521",4730857,3,210,40.73552,-74.00521,1,299,5,0,1.37322142985866,1,0
"6522",4733949,2,29,40.69439,-73.9068,2,69,4,5,0.09,4,98
"6523",4734069,2,215,40.71334,-73.96207,1,200,30,0,1.37322142985866,1,0
"6524",4734170,2,52,40.67238,-73.95768,1,109,1,18,0.38,1,0
"6525",4734709,2,159,40.67895,-73.97233,1,200,4,5,0.1,1,21
"6526",4735505,3,93,40.72874,-74.00088,2,95,2,4,0.08,1,0
"6527",4736480,3,202,40.77556,-73.95245,1,375,4,0,1.37322142985866,1,0
"6528",4736912,3,131,40.81088,-73.95774,2,50,14,1,0.02,1,0
"6529",4737392,4,5,40.75916,-73.91427,2,60,1,72,1.3,1,364
"6530",4737830,2,52,40.67083,-73.94944,2,44,1,3,0.05,1,0
"6531",4737930,3,62,40.79264,-73.93898,1,9999,5,1,0.02,1,0
"6532",4738250,2,215,40.71754,-73.96228,2,77,1,0,1.37322142985866,1,0
"6533",4738406,3,207,40.84749,-73.9391,2,40,6,0,1.37322142985866,1,0
"6534",4738429,1,40,40.81214,-73.85371,1,110,1,15,0.49,7,325
"6535",4738946,3,131,40.81615,-73.95921,2,65,1,1,0.02,1,0
"6536",4739407,2,52,40.67656,-73.94542,1,85,5,14,0.26,1,0
"6537",4739703,2,159,40.67906,-73.96602,1,175,3,19,0.34,2,88
"6538",4742068,2,18,40.61957,-73.9936,1,93,3,52,0.99,1,325
"6539",4742102,4,84,40.7312,-73.78579,1,375,2,30,0.66,1,351
"6540",4742842,3,95,40.82784,-73.93704,1,100,3,111,3.15,1,9
"6541",4743840,3,210,40.73571,-74.00341,1,258,3,57,1.1,1,320
"6542",4744276,2,52,40.67318,-73.94842,2,75,2,19,0.39,1,0
"6543",4744487,2,215,40.71181,-73.95736,1,118,30,29,0.52,1,295
"6544",4744592,3,131,40.81509,-73.96019,1,120,4,4,0.07,1,0
"6545",4745012,3,202,40.76339,-73.95832,1,154,4,17,0.31,1,0
"6546",4745212,2,215,40.71717,-73.95688,1,150,3,1,0.02,1,0
"6547",4745876,4,118,40.74821,-73.94803,1,150,2,1,0.02,1,0
"6548",4745879,3,210,40.7325,-74.00453,2,145,2,93,1.82,2,193
"6549",4746171,3,65,40.72649,-73.98284,1,250,2,11,0.2,1,0
"6550",4747068,2,217,40.65131,-73.97405,1,100,5,24,0.44,1,0
"6551",4747624,3,199,40.7123,-73.9956,2,155,1,193,8.21,1,37
"6552",4748873,2,215,40.71174,-73.94353,2,100,1,0,1.37322142985866,1,0
"6553",4750486,3,62,40.79774,-73.93244,2,75,2,262,4.73,1,166
"6554",4750578,2,14,40.68589,-73.95759,1,110,1,0,1.37322142985866,1,0
"6555",4751686,2,215,40.71573,-73.96172,2,50,12,4,0.1,1,0
"6556",4752020,3,207,40.83301,-73.9394,1,225,1,0,1.37322142985866,1,0
"6557",4752249,2,14,40.68369,-73.92336,2,150,1,0,1.37322142985866,1,365
"6558",4752659,3,65,40.72513,-73.98064,2,125,1,73,1.51,1,154
"6559",4753571,3,179,40.72704,-74.00558,1,200,3,10,0.21,1,0
"6560",4753639,3,95,40.82332,-73.95471,2,90,2,16,0.3,3,235
"6561",4753866,3,95,40.82501,-73.95373,2,125,1,4,0.08,3,365
"6562",4753918,2,29,40.69258,-73.92528,2,125,2,0,1.37322142985866,3,280
"6563",4754646,3,203,40.80149,-73.96458,2,70,1,0,1.37322142985866,1,0
"6564",4756125,2,29,40.6984,-73.91476,2,55,1,0,1.37322142985866,1,0
"6565",4756297,3,87,40.73348,-73.98562,1,199,2,3,0.07,1,19
"6566",4756551,2,160,40.65701,-73.96055,2,89,2,139,2.53,1,94
"6567",4756578,2,215,40.71383,-73.96289,1,298,3,16,0.39,1,4
"6568",4756856,2,29,40.70046,-73.92825,2,70,1,0,1.37322142985866,1,0
"6569",4757212,3,138,40.74811,-73.97298,1,110,15,26,0.47,1,0
"6570",4757941,3,65,40.72619,-73.98284,1,239,2,2,0.04,1,0
"6571",4758028,3,202,40.76244,-73.96215,1,300,3,2,0.04,1,0
"6572",4758601,2,14,40.68778,-73.92484,2,31,5,1,0.02,1,0
"6573",4758877,3,120,40.72229,-73.9873,2,70,2,0,1.37322142985866,1,0
"6574",4758924,2,29,40.69685,-73.92933,2,73,1,1,0.02,1,0
"6575",4759361,3,207,40.83779,-73.94328,2,70,2,248,4.65,1,12
"6576",4759680,2,163,40.67915,-74.00707,2,63,25,10,0.2,1,290
"6577",4759906,3,202,40.78032,-73.95249,1,200,30,9,0.21,9,332
"6578",4760076,3,128,40.74245,-73.9845,1,220,4,149,2.68,1,287
"6579",4760085,2,152,40.67851,-73.97678,2,95,2,132,2.7,3,265
"6580",4760107,2,20,40.68902,-73.98632,1,127,30,7,0.15,21,342
"6581",4760504,2,215,40.71337,-73.9642,2,85,8,0,1.37322142985866,1,0
"6582",4762718,3,203,40.78143,-73.98321,1,250,5,0,1.37322142985866,1,0
"6583",4763327,2,92,40.72035,-73.95355,1,195,1,1,0.02,1,0
"6584",4765123,3,95,40.8261,-73.95074,2,50,3,8,0.15,1,0
"6585",4765631,2,52,40.67507,-73.96092,2,60,7,0,1.37322142985866,2,0
"6586",4765659,2,14,40.69776,-73.96006,2,58,9,2,0.04,1,0
"6587",4766198,4,5,40.75962,-73.91419,2,80,1,2,0.04,1,0
"6588",4766284,3,62,40.79796,-73.93856,2,73,2,15,0.33,2,250
"6589",4766468,2,29,40.69913,-73.91484,1,91,15,1,0.03,1,0
"6590",4766582,3,179,40.72494,-74.00839,2,100,30,19,0.5,1,0
"6591",4766618,3,62,40.78825,-73.94861,2,52,3,186,3.39,2,49
"6592",4766819,2,215,40.71887,-73.94845,2,65,1,0,1.37322142985866,1,0
"6593",4767139,2,159,40.68163,-73.97122,2,70,2,45,0.85,1,0
"6594",4767549,2,32,40.68171,-73.99765,1,150,5,1,0.03,1,0
"6595",4767748,4,54,40.77206,-73.91124,1,107,7,105,2.07,8,261
"6596",4768030,3,62,40.79588,-73.93646,2,80,1,0,1.37322142985866,1,0
"6597",4768982,2,29,40.70016,-73.91572,2,45,12,0,1.37322142985866,1,0
"6598",4771964,2,14,40.6894,-73.95357,2,62,20,2,0.11,1,0
"6599",4772857,4,54,40.77075,-73.91018,2,49,7,4,0.1,8,309
"6600",4772987,4,54,40.77183,-73.90973,2,50,6,17,0.34,8,365
"6601",4773463,4,118,40.74651,-73.954,1,175,1,0,1.37322142985866,1,0
"6602",4774041,2,8,40.6342,-74.02337,1,129,5,48,0.87,4,91
"6603",4774190,3,87,40.73196,-73.9823,1,198,3,103,1.99,1,0
"6604",4774496,3,202,40.77792,-73.9539,1,185,1,121,2.19,1,337
"6605",4774629,2,160,40.65713,-73.9537,2,90,1,0,1.37322142985866,1,0
"6606",4774658,3,207,40.85198,-73.93108,2,40,1,0,1.37322142985866,1,0
"6607",4774763,2,52,40.67117,-73.95934,1,130,1,9,0.16,1,0
"6608",4774924,2,215,40.71217,-73.96367,2,100,2,32,0.55,2,74
"6609",4775278,2,14,40.69294,-73.96001,2,75,1,1,0.02,1,0
"6610",4775547,2,29,40.69437,-73.92607,2,90,5,107,2.03,2,133
"6611",4775737,2,42,40.68233,-73.96418,1,110,4,14,0.25,1,0
"6612",4776045,2,14,40.68897,-73.95477,2,65,2,8,0.15,2,175
"6613",4776065,3,96,40.75984,-73.99214,2,49,1,102,1.84,1,1
"6614",4776107,3,65,40.72781,-73.97646,1,400,3,42,0.77,1,363
"6615",4777063,2,215,40.71172,-73.93973,2,60,2,0,1.37322142985866,1,0
"6616",4777166,4,218,40.69634,-73.8563,2,31,3,3,0.23,1,0
"6617",4777236,4,164,40.72018,-73.86322,2,70,1,28,0.61,1,325
"6618",4777269,3,203,40.77871,-73.97733,1,250,2,23,0.48,1,0
"6619",4777597,3,35,40.73932,-73.99264,1,215,1,0,1.37322142985866,1,0
"6620",4777745,3,128,40.76022,-73.9744,1,235,6,13,0.25,1,0
"6621",4777903,3,198,40.71883,-74.00357,1,2400,1,2,0.05,1,365
"6622",4778638,3,95,40.80882,-73.94165,2,35,20,2,0.04,1,0
"6623",4781069,3,95,40.81651,-73.94319,2,59,1,0,1.37322142985866,1,0
"6624",4781700,3,96,40.7637,-73.98985,2,65,17,24,0.45,1,86
"6625",4782243,3,120,40.71801,-73.99078,1,180,1,5,0.09,1,0
"6626",4782252,3,203,40.79202,-73.97947,1,175,1,0,1.37322142985866,1,0
"6627",4782569,2,21,40.61959,-73.97857,1,81,3,47,1.06,1,287
"6628",4782799,3,128,40.7555,-73.96575,1,225,1,14,0.25,1,0
"6629",4783057,2,29,40.69504,-73.92709,1,100,4,123,2.48,1,184
"6630",4783437,2,215,40.70936,-73.94109,2,75,3,125,3.26,1,134
"6631",4783614,2,29,40.7001,-73.93009,2,85,7,2,0.09,1,0
"6632",4783738,3,96,40.7574,-73.99361,1,99,6,11,0.22,1,0
"6633",4783809,2,81,40.68916,-73.977,1,175,4,27,0.49,2,11
"6634",4784618,3,202,40.77321,-73.95175,2,90,1,0,1.37322142985866,1,0
"6635",4784741,3,65,40.72333,-73.97948,2,125,1,39,0.8,4,0
"6636",4784846,2,29,40.69169,-73.92351,2,30,1,8,0.15,1,0
"6637",4784867,2,215,40.71349,-73.9629,1,165,5,26,0.47,1,0
"6638",4785105,3,146,40.72405,-73.99518,1,149,3,0,1.37322142985866,1,0
"6639",4785563,2,32,40.67725,-73.99968,2,100,1,0,1.37322142985866,1,0
"6640",4785941,3,93,40.72904,-74.00129,1,200,4,2,0.04,1,0
"6641",4786030,3,65,40.72879,-73.97959,2,110,1,1,0.02,1,0
"6642",4786139,3,65,40.7223,-73.98128,1,315,1,2,0.04,1,0
"6643",4786675,2,215,40.71975,-73.96285,1,148,30,16,0.37,1,195
"6644",4787201,2,14,40.67958,-73.94581,1,150,5,12,0.24,1,9
"6645",4787386,3,65,40.72454,-73.98688,2,175,1,41,0.77,1,0
"6646",4787527,3,62,40.79637,-73.93371,2,59,2,151,2.75,1,308
"6647",4788812,3,203,40.77917,-73.97397,1,139,1,1,0.02,1,0
"6648",4790969,2,160,40.65627,-73.95936,2,50,3,50,0.92,3,98
"6649",4791389,3,87,40.73877,-73.98707,1,250,30,2,0.04,1,0
"6650",4791542,2,14,40.67905,-73.95422,2,42,7,0,1.37322142985866,1,0
"6651",4791964,2,215,40.70973,-73.96056,2,100,1,0,1.37322142985866,1,0
"6652",4792192,2,215,40.71234,-73.96601,2,80,1,0,1.37322142985866,1,0
"6653",4792219,4,5,40.76235,-73.9217,1,90,14,0,1.37322142985866,1,0
"6654",4792342,3,95,40.82291,-73.94171,1,105,2,49,0.9,1,193
"6655",4792430,2,42,40.68451,-73.96461,2,75,2,6,0.2,1,133
"6656",4792529,4,169,40.58822,-73.81299,1,130,1,186,3.35,1,292
"6657",4792705,2,14,40.68811,-73.92398,1,149,2,145,2.62,2,305
"6658",4794322,3,202,40.77378,-73.95684,1,200,1,3,0.07,1,0
"6659",4794512,2,92,40.72545,-73.94039,1,149,30,2,0.06,52,358
"6660",4795029,3,95,40.81004,-73.95231,2,60,1,1,0.02,1,0
"6661",4795088,3,95,40.82796,-73.9505,2,100,1,0,1.37322142985866,1,0
"6662",4795390,1,214,40.88016,-73.84923,2,43,28,15,0.3,4,336
"6663",4795485,2,86,40.66845,-73.99181,1,145,5,11,0.24,1,40
"6664",4795857,3,207,40.83729,-73.94372,1,85,30,10,0.28,1,147
"6665",4796070,3,128,40.74439,-73.98329,1,275,30,39,0.72,4,365
"6666",4796255,2,52,40.66596,-73.9549,2,100,3,3,0.08,1,89
"6667",4798723,3,128,40.75235,-73.96781,1,105,30,2,0.04,5,315
"6668",4798794,3,210,40.73245,-74.00275,1,250,2,3,0.06,1,0
"6669",4799245,3,113,40.74317,-73.97508,1,180,1,0,1.37322142985866,1,0
"6670",4799839,3,96,40.75511,-73.99247,2,175,2,188,4.01,1,203
"6671",4800921,2,215,40.71262,-73.95026,1,600,2,20,3.3,1,283
"6672",4801661,3,113,40.74156,-73.97968,2,95,30,37,0.68,26,365
"6673",4802299,4,5,40.76457,-73.91205,1,150,2,2,0.04,1,0
"6674",4802374,3,202,40.77613,-73.9462,1,119,10,12,0.22,1,0
"6675",4802648,3,128,40.75456,-73.96626,1,165,2,11,0.21,1,0
"6676",4803244,2,14,40.68549,-73.94951,2,50,1,0,1.37322142985866,1,0
"6677",4803623,3,96,40.7646,-73.98799,1,225,1,0,1.37322142985866,1,0
"6678",4803750,3,95,40.82775,-73.94313,1,80,2,22,0.48,1,87
"6679",4804228,3,203,40.79331,-73.97537,1,149,4,15,0.3,1,0
"6680",4807244,2,217,40.64865,-73.97947,1,195,2,186,3.55,2,230
"6681",4807492,2,159,40.67995,-73.97021,1,130,3,5,0.11,1,0
"6682",4807899,3,95,40.80434,-73.95476,1,95,3,9,0.16,1,0
